index	STRING	DESC
27000115	公會徽章的背景變更了。	[?????] ??? ?? ???
27000116	公會徽章的效果變更了。	[?????] ??? ?? ???
27000117	消耗了以下物品，可以變更公會徽章。	[?????] ??? ?? ???
27000118	條件不符，不能加入公會。	[?????] ?? ??? ??
27000121	Lv1.新建公會	[????]
27000122	Lv2.被告知的公會	[????]
27000123	Lv3.有名的公會	[????]
27000124	Lv4.有威望的公會	[????]
27000125	Lv5.有人脈的公會	[????]
27000126	Lv6.有官祿的公會	[????]
27000127	Lv7.被矚望的公會	[????]
27000128	Lv8.有權威的公會	[????]
27000129	Lv9.偉大的公會	[????]
27000130	Lv10.最強公會	[????]
27000131	Lv11. 英雄公會	[????]
27000132	Lv12. 領袖公會	[????]
27000133	Lv13. 榮耀公會	[????]
27000134	Lv14. 貴族公會	[????]
27000135	Lv15. 至尊公會	[????]
27000136	Lv16.	[????]
27000137	Lv17.	[????]
27000138	Lv18.	[????]
27000139	Lv19.	[????]
27000140	Lv20.	[????]
50000001	副本裡不能存在的角色，自動移動到指定的村莊。	[?????] ???? ????, ?? ???? ?????
50000002	不能再創建副本，請稍後再試。	[?????] ?? ?? ?? ???? 
50000003	不能在副本內部使用。	[?????] ???? ??? ?? ???
50000004	%s 不能初始化副本。	[?????] ??? ??? 
50000005	不能進入副本。	[?????] ?? ??? ?? ??? 
50000006	%s 副本被初始化了。	[?????] ??? ???
50000007	目前具有的副本不存在。	[?????] ??? ???? ?? ??? ???
50000008	要初始化副本嗎?\n所有副本的資訊被初始化了。	[?????] ??? ??? ?? 
50000009	在創建副本，請稍後進入。	[?? ???] ?? ?? ?? ???
50000010	請組隊後入場。	[?? ???] ?? ?? ?? ?? ???
50000011	副本伺服器爆滿，無法進入。請稍後再試。	[?? ???] ?? ?? ??(??????)
50000012	IN	[?? ??] ?? ?? ???
51000001	%s%s%s%s 為參與競技場，已登記在待機名單了。	[PVP] ??? ?? ???
51000002	角色復活時間還剩 [%d 秒] 。角色復活後5秒鐘為無敵狀態。	[PVP] ?? ???
51000003	復活後5秒鐘為無敵狀態。	[PVP] ?? ???
51000004	遊戲結束。1分鐘後移動到競技場申請場所。	[PVP] ?? ???
51000005	WAR	[PVP] ?? ? ?? ??
51000006	移動到原野會離開競技場，5分鐘不能進入競技場，也不能獲得 PVP 相關分數。還要離開嗎？	[PVP] ??? ?? ???
51000007	申請2人格鬥場	[PVP] ?? ?
51000008	申請4人格鬥場	[PVP] ?? ?
51000009	申請6人格鬥場	[PVP] ?? ?
51000010	申請8人格鬥場	[PVP] ?? ?
51000011	申請格鬥後，等待時間裡不能有其他行動。	[PVP] ?? ???
51000012	2人用	[PVP] ?? ???
51000013	4人用	[PVP] ?? ???
51000014	6人用	[PVP] ?? ???
51000015	8人用	[PVP] ?? ???
51000016	格鬥點數不足，不能購買物品。	[PVP] ?????
51000017	不能用於格鬥場的角色。	[PVP] ??? ?????
51000018	具有格鬥場懲罰值的人不能申請，請稍後再試。	[PVP] ?????
51000019	當前格鬥點數的數值最大，不能再儲存。	[PVP] ????????
51000020	不能再創建格鬥場，請稍後再試。	[PVP] ????
51000021	不能使用格鬥場的角色。	[PVP]??? ?????
52000001	Ely不足，不能拍賣。	[??]??????
52000002	Cash不足，不能拍賣。	[??]????
52000003	%s 競買了拍賣物品。	[??]????
52000004	%s 拍賣物品上次已競買。	[??]????
52000005	%s 拍賣物品中標了。	[??]????
52000006	取消了登記的拍賣物品。	[??]????
52000007	拍賣物品出現新的買家。	[??]????
52000008	當前出售的物品可以得到扣除手續費%d%%的價格。要競買嗎？	[??]??????
52000009	沒有要拍賣的物品，要查找嗎？	[??]????
52000010	當前出售的物品可以得到扣除手續費%d%%的價格。要立即購買嗎？	[??]??????
52000011	沒有查找的物品。	[??]????
52000012	請設置拍賣初始價。	[??]??????
52000013	請屬性拍賣初始價以上的金額。	[??]??????
52000014	登記費用金額不足，不能拍賣。	[??]??????
52000015	不存在拍賣用消耗物品，不能進行拍賣。	[??]??????
52000016	開始進行申請的物品的拍賣。	[??]????
52000017	要登記 10 Oz 以上的登記費用。	[??]??????
52000018	要登記  10 Pt 以上的登記費用。	[??]??????
52000019	要登記 10 Ely 以上的登記費用。	[??]??????
52000020	放置在拍賣所的物品期限已滿。	[??]????
52000021	登記拍賣物品後才能拍賣。	[??]?? ???
52000022	是不能登記拍賣的物品。	[??]???????
52000023	中標物品	[??]???
52000024	選擇物品	[??]???
52000025	手續費	[??]???
52000026	收到的金額	[??]???
52000027	出售的物品	[??]???
52000028	出售的物品:%s (競買)	[??]???
52000029	出售金額	[??]???
52000030	拍賣結束	[??]???
52000031	拍賣中標	[??]???
52000032	取消拍賣	[??]???
52000033	上次競買	[??]???
52000034	出售結束	[??]???
52000035	要競買目前出售的物品嗎？	[??]???
52000036	要立即購買目前出售的物品嗎？	[??]???
52000037	最下級	[??]??
52000038	下級	[??]??
52000039	中級	[??]??
52000040	上級	[??]??
52000041	最上級	[??]??
52000042	特殊	[??]??
52000043	全部	[??]??
52000044	本人競買	[??]??
52000045	本人物品	[??]??
52000046	短期	[??]??
52000047	最長期	[??]??
52000048	拍賣時間	[??]??
52000049	ITEM	[??]???????
52000050	CASH	[??]???????
52000051	POINT	[??]???????
52000052	ELY	[??]???????
52000053	Point不足，不能拍賣。	[??]?????
52000054	請登記物品。	[??]?? ???
52000055	請輸入金額。	[??]?? ???
52000056	中期	[??]??
52000057	登記金額	[??]???
52000058	輸入拍賣金額	[??]??????
52000059	選擇的出售類型在出售結束後可以得到扣除手續費%d%%的金額。	[??]??????
52000060	(登記金額包括手續費%d%%)	[??]??????
52000061	競買金額	[??]???
52000062	最終金額	[??]???
52000063	拍賣結束(拍賣所)	[??]???
52000064	拍賣中標(拍賣所)	[??]???
52000065	取消拍賣(拍賣所)	[??]???
52000066	上次競買(拍賣所)	[??]???
52000067	出售結束(拍賣所)	[??]???
52000068	(立即購買)	[??]???
52000069	(競買購入)	[??]???
52000070	超過了拍賣登記價格最大值，請重新輸入。	[??]
52000071	拍賣初始價超過了最大值，請重新輸入。	[??]
52000072	拍賣即時購買價超過了最大值，請重新輸入。	[??]
52000073	選擇的競買價比目前競買的價格低，不能進行拍賣。要重新查找嗎？	[??]
52000074	不存在的頁面，要重新查找嗎？	[??]
52000075	不能連接到拍賣服務期，請稍後再使用。	[??]
52000076	在進行拍賣物品的即時購買，請稍等。	[??]
52000077	在登記拍賣物品。請稍等。	[??]
52000078	在進行拍賣物品的競買，請稍等。	[??]
52000079	在查找，請稍等。	[??]
52000080	選擇的拍賣物品在進行拍賣，請稍後再試。	[??]
52000081	拍賣初始價應登記為10 Oz 以上。	[??]
52000082	拍賣初始價應登記為 10 Pt 以上。	[??]
52000083	拍賣初始價應登記為10 Ely 以上。	[??]
52000084	競買的物品被取消拍賣或因為其他玩家的\n立即購買取消了拍賣。	[??]
52000085	拍賣所開張了，請多多使用。	[??]
52000086	選擇的物品是競買或上次競買價格為即時購買價格以上，要立即購買嗎？	[??]
52000087	要競買的價格為%s ely. 要競買目前出售的物品嗎？	[??]
52000088	要競買的價格為%s Oz. 要競買目前出售的物品嗎？	[??]
52000089	要競買的價格為%s Pt.要競買目前出售的物品嗎？	[??]
52000090	保有的ely 金額接近最大值，不能進行拍賣。	[??]
52000091	保有的 Point 數值接近最大值，不能進行拍賣。	[??]
52000092	保有的 Cash 數值接近最大值，不能進行拍賣。	[??]
52000093	拍賣所管理人	[??]
52000094	出售了登記在拍賣所的%s 物品。	[??]???????
52000095	選擇的物品的競買價格為%s ely，可以得到扣除%d%%的手續費。要競買嗎？	[??]
52000096	選擇的物品的競買價格為%s Oz，可以得到扣除%d%%的手續費。要競買嗎？	[??]
52000097	選擇的物品的競買價格為%s Pt，可以得到扣除%d%%的手續費。要競買嗎？	[??]
52000098	選擇的物品的即時購買價格為%s ely，可以得到扣除%d%%的手續費。要立即購買嗎？	[??]
52000099	選擇的物品的即時購買價格為%s Oz，可以得到扣除%d%%的手續費。要立即購買嗎？	[??]
52000100	選擇的物品的即時購買價格為%s Pt，可以得到扣除%d%%的手續費。要立即購買嗎？	[??]
52000101	即時購買價格為%s ely. 要立即購買目前出售的物品嗎？	[??]
52000102	立即購買價格為%s Oz. 要立即購買目前出售的物品嗎？	[??]
52000103	立即購買價格為%s Pt. 要立即購買目前出售的物品嗎？	[??]
52000104	選擇的物品是競買或上次競買價格為即時購買價格以上。即時購買價格為%s ely. 要立即購買嗎？	[??]
52000105	選擇的物品是競買或上次競買價格為即時購買價格以上。即時購買價格為%s Oz. 要立即購買嗎？	[??]
52000106	選擇的物品是競買或上次競買價格為即時購買價格以上。即時購買價格為%s Pt. 要立即購買嗎？	[??]
52000107	結束	[??]
52000108	拍賣結束，不能使用。	[??]
52000109	要取消選擇的拍賣物品嗎？(取消時點數會立即退還。)	[??]
52000110	因為登記費用錯誤，不能拍賣。請稍後再試。	[??]
52000111	登記的物品在登記1小時以後不能取消，要將物品登記在拍賣所嗎？	[??]
52000112	不能使用[%s] 物品的拍賣取消鍵。	[??]
52000113	郵箱已滿，不能使用拍賣所。請清空郵箱。	[??]
10010004	屬性重新分配成功，賦予了新的屬性。	[?? ???] ??? ???
10010005	屬性重新分配失敗，維持原有屬性。	[?? ???] ??? ???
10020001	召喚所需物品不足。	[??? ??]
10020002	[%s]沒有滿足召喚需要的條件。	[??? ??]
10020003	不能進行召喚的地圖。	[??? ??]
10020004	不能用召喚移動的地圖。	[??? ??]
10020005	分流不同或沒有連接的角色。	[??? ??]
10020006	%s在嘗試召喚。要回應\n召喚請點 "確認", 拒絕請點“取消”。\n%%d秒後自動拒絕。	[??? ??]
10020007	%s不能回應召喚。	[??? ??]
10020008	不能召喚本人。	[??? ??]
16010014	物品被分發，不能繼續。\n請將物品放在一個插槽裡。	[??] ??? ??? ? ?? ?? ??
11003001	不能進行靈魂追蹤的寵物。	[???? ??] ???? ???? ?? ???? ???? ??? ??
11003002	不能進行靈魂植入的寵物。	[???? ??] ???? ???? ?? ???? ???? ??? ??
11003003	要準確放置材料。	[???? ??] ???? ???? ?? ???? ??? ??? ??
3008001	我的排序:%d位	[??? ??] ???? ??
4003103	期限物品不能賣給NPC. 請延長期限或破壞。	[????]??? ??? NPC ?? ??
51000022	[%s]申請了對練，要接受對練申請嗎？	[PVP]???
51000023	距離太遠，不能對練。	[PVP]???
51000024	[%s]拒絕了對練。	[PVP]???
51000025	是目前不能使用的命令。請稍後再試。	[PVP]???
51000026	與[%s]對練失敗。請稍後再試。	[PVP]???
51000027	在當前位置不能使用的命令。	[PVP]???
51000028	因為周圍沒有隊友，不能申請。	[PVP]???
51000029	為參加%s 組隊用格鬥場，在等待名單上登記了組隊。	[PVP]???
51000030	取消了組隊用格鬥。	[PVP]???
51000031	非隊長的人不能登記組隊格鬥場。	[PVP]???
51000032	向[%s]申請了對練。	[PVP]??
51000033	對方處於拒絕組隊申請的狀態。	[PVP]??
52000114	登記物品	[??]?? ???
52000115	拍賣初始價	[??]?? ???
4004012	[%s] 物品自動消耗。	??, ?? ??? ?? ??
5108100	鑲嵌失敗時物品會被破壞。要\n鑲嵌嗎？	[?? ?? ???] ??? ?? ?? ?? ?? ??
5108101	進行鑲嵌的Ely不足。	[?? ?? ???] ??? ??? ? Ely ? ??? ??
5108102	不能再降低等級限制。	[?? ?? ???] ??? ??? MAX ??? ??? ???? ??? ?? ? ??
5108103	因為鑲嵌成功，相當於[%d]的裝備安裝等級降低。	[?? ?? ???] ??? ?? ???
5108104	因為鑲嵌失敗，相當於[%d]的裝備安裝等級上升。不會高於限制等級。	[?? ?? ???] ??? ?? ???
5108105	因為鑲嵌失敗，物品被破壞。	[?? ?? ???] ??? ?? ?? ???
5108106	保護卷消滅，保護了物品。	[?? ?? ???] ?? ??? ?? ? ???
5108107	%d	[?? ?? ???] ?? ?? UI ??? ?? ?? ??
5108108	%d	[?? ?? ???] ?? ?? UI ??? ??? ??? ?? ??
5108109	%d	[?? ?? ???] ?? ?? UI ??? ???  ?? ? ?? ??
5108110	%d	[?? ?? ???] ?? Ely ??
5108111	-%d	[?? ?? ???] ??? ?? ?? ??
5108112	進行等級限制鑲嵌，需要[卷軸]物品。	[?? ?? ???] Cash Item? ?? ??
5108113	請屬性等級。	[?? ?? ???] UI ?? ??? ?? ?? ?? ???
5108114	等級降低，預計引入鑲嵌物品\n.	[?? ?? ???] ???? ????? ??
5108115	等級降低，預計引入鑲嵌物品\n.	[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108116	等級降低，預計引入鑲嵌物品\n.	[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108117	失敗時物品破壞	[?? ?? ???] ?? ??? ?? ?? ???
5108118	佩戴可能等級 :%d ▲	[?? ?? ???] ?? ?? ???? ?? ?? ?? ??
5108119	請登記裝備。	[?? ?? ???] UI ???? ???
5108120	要強化嗎？\n物品等級將恢復未降級狀態。\n角色 Lv%d ? 強化後物品 Lv%d	[??? ?????] ??? ??? ????? ?? ??? ?? ??? ??? ?? ?? ???
5108121	限制等級 :%d ▲	[?? ?? ???] ?? ?? ?? ??
5108122	等級降低，鑲嵌\n初始化。	[??? ?????] UI ?? ??? ?? ??? ???
4004013	要使用復活精髓嗎？使用的話不會受到經驗值,Ely懲罰 可以在當前位置復活。	[??] ?? ??
4004014	復活之物品自動消耗。	[??] ?? ??? ?? ??(????)
10013	工程師:\n 操作機器的熟練工，將本人製作的機器靈活地應用到戰鬥。	??? ???. ??? ??? ??
20013	工程師	??? ?? ?. ?? ??
20014	機甲師	??? ?? ?. ?? ??
1206016	工具箱	?? ??? ??. ?? ?? ?? ?? ??? ??
1206017	MG	?? ??? ??. ?? ?? ?? ?? ??? ??
6000031	工程	??? ???? ??? ??? ??/??
6000032	機甲	??? ???? ??? ??? ??/??
60031	沒有空的角色欄位。\n請使用新增欄位物品增加欄位。	[??? ??] ???? ??? ? ?? ??? ? ?? ???? ???, ?? ??? ??? ??.
60032	不能再創建角色。	[??? ??] ???? ??? ? ?? ??? ? ?? ???? ???, ?? ??? ???? ??.
10010001	不能登記的物品。	[?? ???] ??? ??? ??
10010002	所持金不足，不能委託。	[?? ???] ??? ??
10010003	[%s] 需要.	[?? ???] ????? ??
51000034	2人	[pvp]???
51000035	3人	[pvp]???
51000036	4人	[pvp]???
51000037	沒有組隊的角色不能申請格鬥場。	[pvp]???
51000038	組隊的角色不能申請自由格鬥場。	[pvp]???
5208100	可以向戀人求婚。	[??] ?? UI ??? ??
5208101	交往或結婚狀態下不能刪除角色。\n 分手後可以刪除。	[??] ??? ?? ? ?? ? ??? ?? ??
5208102	[%s]申請了交往。\n要交往嗎？\n\n	[??] ?? ?? ?? ???
5208103	[%s]已經有情侶。	[??] ?? ? ?? ? ???? ?? ?? ? 
5208104	[%s]處於拒絕交往狀態。	[??] ???? ?? ?? ??? ?? ??? ??? ??
5208105	[%s]處於不能接受交往申請的狀態。稍後請再申請。	[??] ??? ?? ?? ??? ? ??? ??
5208106	不能向同性別角色申請交往。	[??] ?? ??? ????? ??? ????? ??
5208107	分手後[%d]期間不能交往。	[??] ?? ??? ??? ??? ?? ???? ??? ??? ??
5208108	對方沒有結束離別懲罰，處於不能交往的狀態。	[??] ?? ?? ??? ??? ??? ??? ?? ??
5208109	與[%s]成為了情侶。	[??] ?? ?? ?
5208110	[%s]拒絕了交往申請。	[??] ?? ?? ?
5208111	不在可以求婚的距離。	[??] ???? ?? ? ?? ??? ?? ?? ?? ??? ?? ??
5208112	脫離了可以接受求婚的距離。	[??] ???? ?? ? ???? ?? ???? ?? ??? ?? ??
5208113	求婚時消耗 [%d] 金額。\要繼續嗎？	[??] ???? ? Ely ?? ??? ??? ??
5208114	可以求婚，\n只能在戀人面前使用。	[??] ???? ?? UI ??
5208115	需要在結婚場所出售的 [請接受我的愛]物品。	[??] ???? ??? ?? UI ??
5208116	狀態條到達 100%，就能求婚。	[??] ???? ?? UI ??
5208117	[%s]處於不能接受求婚的狀態，請稍後再試。	[??] ???? ?? ? ??? ?? ?? ? ??
5208119	求婚結束。	[??] ???? ?? ??
5208120	[%s]拒絕了[%s]的求婚。	[??] ???? ??
5208121	舉行婚禮的玩家要穿戴婚禮套裝。請穿戴時裝屋裡出售的婚禮套裝物品後再申請。	[??] ?? ?? ? ??? ?? ??
5208122	對方在進行其他行動時，不能進行結婚儀式。	[??] ?? ?? ? ??? ?? ???? ?? ?? ?? 
5208123	到進行決定還剩[%d]秒。	[??] ?? ?? ?? 
5208124	 [%s]拒絕了結婚申請。	[??] ?? ?? ?? ??? ? ?? ?? ??
5208125	有先進行的結婚儀式。請稍後再試。	[??] ?? ???? ?? ?? ???
5208126	我們打算結婚 -* 會幸福地生活。 ^___^*	[??] ?? ??? ?? ?? ??? ?? ?? ???
5208127	對方不能回應召喚。	[??] ?? ?? ?? ???
5208128	因為另一半和隊伍而獲得Buff效果。分流不同的情況下不適用Buff。	[??] ?? ??? ?? ?? ?? ???
5208129	戀愛資訊全部初始化\n不能裝備關於愛情度的物品。	[??] ?? ???
5208130	[%d] 消耗Ely，戀愛資訊全部初始化。\n不能裝備關於愛情度的物品。	[??] ?? ? Ely ?? ?? ???
5208131	離別所需 Ely 不足。	[??] ?? ? Ely  ?? ?? ???
5208132	[%d] 小時後可以交往。	[??] ?? ??? ?? ? UI? ?? ?? ?? ?? 
5208133	戀人處於離線狀態。	[??] ?? UI?? ??? ?? ?? ?? ? ??? ?? ???
5208134	與[%s]分開了。	[??] ?? ? ?? ??Ely
5208135	[%d] 獲得愛情指數	[??] ?? ? ?? ?? ???? ?? ?? ???
5208136	[%s]求婚了。\n要接受嗎？\n\n	[??] ???? ?? ?? ??
5208137	[%s]申請結婚了。\n接受結婚申請嗎？\n\n	[??] ?? ?? ?? ??
5208138	戀愛資訊全部初始化\n不能裝備關於愛情度的物品。\n7日內不能交往。	[??] ?? ? ???? ?? ??? ?? ?? ?? ?? ??? ?? ??
5208139	離別需要解除結婚專用物品。	[??] ?? ? ?? ?? ??? ?? ??
5208140	[%d] Ely會被消耗，戀愛資訊全部初始化。\n不能裝備關於愛情度的物品。\n7日內不能交往。	[??] ?? ? Ely ??? ? ?? ??? ??
5208141	需要[請接受我的告別] 物品。	[??] ?? ? ??? ?? ?? UI ??
5208142	輸入對方角色名，就可以申請交往。	[??] ?? ?? ?? UI ??
5208143	通過艾利亞斯機場移動到結婚儀式場所，就可以結婚。	[??] ???? ? ?? ??? ???? ? UI ?? ??
51000039	隊友中存在逃亡者減益魔法，不能申請。請稍後再試。	
5208144	[%d] Ely被消耗，戀愛資訊全部初始化\n不能裝備關於愛情度的物品。	[??] ?? ? Ely???? ??
5208145	舉行結婚典禮需要與結婚物件在近距離內。	[??] ?? ?? ?? ? ?? ?? ??? ??? ??
51000040	不能與對方對練。	[PVP] ?? ?? ?? ???
5208146	%d 通道	[??] ?? ?? ??
27000141	公會房間裡長出了公會植物。要給公會植物施肥，公會植物才能生長。	[??]
27000142	給公會植物施肥了。	[??]
27000143	給公會植物使用了促進劑。	[??]
27000144	要在這裡施肥，公會植物才能生長。	[??]
27000145	要在這裡使用促進劑，公會植物才能很快生長。	[??]
27000146	不能種植與公會特性不符的其他植物。請種植與公會特性相同的植物。	[??]
27000147	請添加肥料物品。	[??]
27000148	請添加促進劑物品。	[??]
51000041	當前格鬥能力值	[PVP]
51000042	其他格鬥能力值	[PVP]
5208147	請求婚後再來。求婚可以在戀愛UI 介面進行。	[??] ???? ??? ?? ? ?? ??? ? ??
5208148	愛情點數不足。	[??] ????? ?? ?? ?? ?? ???
5208149	不知道位置	[??] ?? ??? ? ? ?? ??
5208150	副本	[??] ??? ?? ? ?? ??
16000114	工具箱	??? ???? ??
16000115	MG	??? ???? ??
5208151	因結婚對方連接出錯，結婚儀式被取消。	[??] ?? ?? ?? ??? ?? ???
5208152	是已婚狀態。	[??] ?? ? ?? ?? ?
51000043	不能向隊友申請對練。請退出組隊後再嘗試。	[PVP]????? ?? ???
1221397	等級排名%s位以內	??, ??? ??. ??? ?? ?? ?? ?.
1221398	格鬥排名%s位以內	??, ??? ??. ??? ?? ?? ?? ?.
1221399	愛情度排名%s位以內	??, ??? ??. ??? ?? ?? ?? ?.
1221400	公會排名%s位以內	??, ??? ??. ??? ?? ?? ?? ?.
5208153	情侶處於不能被召喚的狀態。	[??] ??? ?? ???? ??? ? ??
5208154	可愛的情侶 [%s]連接了。	[??] ?? ??? ?
5208155	可愛的情侶 [%s]離線了。	[??] ?? ?? ?? ?
9000011	請清空穿著服裝空間的背包物品後，再嘗試。	[?????]
9000012	請清空裝備空間的背包物品後，再嘗試。	[?????]
9000013	請清空攜帶寵物空間的背包物品後，再嘗試。	[?????]
9000014	請清空活動空間的背包物品後，再嘗試。	[?????]
9000015	請清空消耗空間的背包物品後，再嘗試。	[?????]
9000016	請清空寵物空間的背包物品後，再嘗試。	[?????]
9000017	請清空其他空間的背包物品後，再嘗試。	[?????]
9000018	請清空郵件空間的背包物品後，再嘗試。	[?????]
9000019	請先清空小屋內的金幣物品後再嘗試。	[?????]
9000020	請清空佩戴裝備空間的背包物品後，再嘗試。	[?????]
9000021	請清空裝備默認空間的背包物品後，再嘗試。	[?????]
9000022	請清空寶石空間的背包物品後，再嘗試。	[?????]
5007017	沒有加入公會，不能使用。	[???] ???? ??? ??? ??? ?? ??
5007018	好友清單中未登錄好友，因此無法使用。	[???] ???? ??? ??? ??? ?? ??
11002006	是不能餵食經驗值物品的寵物。	[? ???]
11002007	要將寵物經驗值物品拖到寵物前面才會吃。	[? ???]
5007019	除外 (%d)	<????>[???] ??? ?? - ?????? ??? ??
5007020	[%d/%d]	[???] ??? ??? ?? - ?????? ??? ??
5007021	在向%s發郵件。	[???] ???? ?? ???? ???
5007022	沒有選擇的郵件，不能刪除。	[???] ??? ???? ?? ??/?? ??? ???
11002008	不能再給寵物經驗值物品。	[? ???]
5007023	在刪除選擇的郵件。	[???] ?? ?? ???? ???
5007024	(%d/%d)	[???] ?? ?? ? ??? ???
51000044	取消了個人用格鬥。	[PVP]?? ?? ??
52000116	在查找物品。\n請稍後。	[???] ?? ??
1000041	任務	??? ?? ??. Type: ???(4), SubType: ???(1)
1000042	活動	??? ?? ??. Type: ???(4), SubType: ??(2)
1000043	活動	??? ?? ??. Type: ???(4), SubType: ????(3)
30013	當前帳號在轉移角色。\n結束角色轉移的週三定期維護後，請再連接。	?? ?? ?? ? ?? ? ?? ???
27000149	廢棄植物的話，植物會被破壞消失。還要廢棄嗎？	[??]????? ?? ???
2000010	春植島	?? ??? ?? ??. 2000000 + Way Group ID
2000011	鋼鐵城市	?? ??? ?? ??. 2000000 + Way Group ID
2000012	小人國奧利佛	?? ??? ?? ??. 2000000 + Way Group ID
2000013	吉納蒂亞	?? ??? ?? ??. 2000000 + Way Group ID
53000001	請按要指定的鍵:[%s]	[???] ???? ???? ???
53000002	成功指定了快速鍵。	[???] ???? ??? ???? ?? ???
53000003	快速鍵重複，[%s] 快速鍵被解除。	[???] ???? ? ??? ???
53000004	不能用於快速鍵。	[???] ??? ? ??? ???
6200005	(%d)	[???] ?? ??
53000101	A	??? ???
53000102	B	??? ???
53000103	C	??? ???
53000104	D	??? ???
53000105	E	??? ???
53000106	F	??? ???
53000107	G	??? ???
53000108	H	??? ???
53000109	I	??? ???
53000110	J	??? ???
53000111	K	??? ???
53000112	L	??? ???
53000113	M	??? ???
53000114	N	??? ???
53000115	O	??? ???
53000116	P	??? ???
53000117	Q	??? ???
53000118	R	??? ???
53000119	S	??? ???
53000120	T	??? ???
53000121	U	??? ???
53000122	V	??? ???
53000123	W	??? ???
53000124	X	??? ???
53000125	Y	??? ???
53000126	Z	??? ???
53000127	,	??? ???
53000128	.	??? ???
53000129	/	??? ???
53000130	;	??? ???
53000131	`	??? ???
53000132	[	??? ???
53000133	]	??? ???
53000134	1	??? ???
53000135	2	??? ???
53000136	3	??? ???
53000137	4	??? ???
53000138	5	??? ???
53000139	6	??? ???
53000140	7	??? ???
53000141	8	??? ???
53000142	9	??? ???
53000143	0	??? ???
53000144	-	??? ???
53000145	=	??? ???
53000146	\	??? ???
53000147	BS	??? ???
53000148	TAB	??? ???
53000149	CAPS	??? ???
53000150	Shift(Left)	??? ???
53000151	Ctrl(Left)	??? ???
53000152	Shift(Right)	??? ???
53000153	Ctrl(Right)	??? ???
53000154	Alt(Left)	??? ???
53000155	Alt(Right)	??? ???
53000156	Insert	??? ???
53000157	Home	??? ???
53000158	PageUp	??? ???
53000159	Delete	??? ???
53000160	End	??? ???
53000161	PageDown	??? ???
53000162	F3	??? ???
53000163	F4	??? ???
53000164	F5	??? ???
53000165	F6	??? ???
53000166	F7	??? ???
53000167	F8	??? ???
53000168	F9	??? ???
53000169	F10	??? ???
53000170	F11	??? ???
53000171	F12	??? ???
53000172	N-1	??? ???
53000173	N-2	??? ???
53000174	N-3	??? ???
53000175	N-4	??? ???
53000176	N-5	??? ???
53000177	N-6	??? ???
53000178	N-7	??? ???
53000179	N-8	??? ???
53000180	N-9	??? ???
53000181	N-0	??? ???
53000182	N-*	??? ???
53000183	N--	??? ???
53000184	N-+	??? ???
53000185	N-.	??? ???
53000186	N-/	??? ???
53000187	Right	??? ???
53000188	Left	??? ???
53000189	UP	??? ???
53000190	Down	??? ???
27000150	%s不喜歡被公會邀請。	[?????] ???? ???? ??? ??? ??
10020009	%s不喜歡被召喚。	[?????] ???? ?? ??? ??? ??
60012	等待刪除中…	[??? ??] ?? ??? ??? ??
60013	日	[??? ??] ?? ??? ???? ??
60014	小時	[??? ??] ?? ??? ???? ??
60015	分	[??? ??] ?? ??? ???? ??
80004	正在連接到伺服器。\n請稍等。	[???] ???? ???
80005	正在連接到伺服器。\n移動到伺服器選擇介面。	[???] ???? ????
80006	正在連接到伺服器。\n請使用其他伺服器。	[???] ???? ????
60016	要取消刪除嗎？	[??? ??] ?? ???? ??? ???
40005	可以使用的名稱。	[??? ??] ????
60017	%d秒後被刪除。	[??? ??] ?? ???
60018	%d等級異常時，會變更為待機狀態。	[??? ??] ?? ??? ? ???? ??
60019	%d秒後會變更為待機狀態。	[??? ??] ?? ??? ? ???? ??
70000001	快速鍵:%s	[??] ??? ??
6000101	結束	[???] ???? ?? ??? ??
13003003	轉換職業需要 "%s" 物品。	??? ?? ?? ??? ??
13003004	轉換職業需要%d Ely.	??? ?? ?? ?? ??
20015	龍騎兵	??? ?? ?. ?? ??
20016	劍聖	??? ?? ?. ?? ??
20017	神騎士	??? ?? ?. ?? ??
20018	宗師	??? ?? ?. ?? ??
20019	元素使	??? ?? ?. ?? ??
20020	演奏家	??? ?? ?. ?? ??
20021	神射手	??? ?? ?. ?? ??
20022	狙擊手	??? ?? ?. ?? ??
20023	操控師	??? ?? ?. ?? ??
4000007	"%d"秒後可以移動分流。	[????] ???? ?? ???? ??? ??
6000102	[Lv.%d]%s	[???] ???? ????
53000191		??? ???
53000192	Space bar	??? ???
10001017	要佩戴裝備窗的全部戰鬥裝備。	[????]??  ???? ?? ??
10001001	要佩戴裝備窗的頭部裝飾戰鬥裝備。	[????]????  ???? ?? ??
10001002	要佩戴裝備窗的眼鏡戰鬥裝備。	[????]??  ???? ?? ??
10001003	要佩戴裝備窗的耳環戰鬥裝備。	[????]???  ???? ?? ??
10001004	要穿戴裝備窗的上衣戰鬥裝備。	[????]??  ???? ?? ??
10001005	要穿戴裝備窗的褲裙戰鬥裝備。	[????]??  ???? ?? ??
10001006	要穿戴裝備窗的披風戰鬥裝備。	[????]??  ???? ?? ??
10001007	要穿戴裝備窗的手套戰鬥裝備。	[????]??  ???? ?? ??
10001008	要穿戴裝備窗的鞋子戰鬥裝備。	[????]??  ???? ?? ??
10001009	要穿戴裝備窗的襪子戰鬥裝備。	[????]???  ???? ?? ??
